credit_score,annual_income,dti,emp_years,existing_loans,loan_amount,loan_term,age,loan_to_income,emi_ratio,default
705,141446.0,11.31,2.7,1,182792.0,48,33,1.2923,0.3231,0
397,124421.0,22.8,6.7,2,178163.0,48,35,1.4319,0.358,1
620,120000.0,37.04,1.6,1,358039.0,36,55,2.9837,0.9946,1
674,231289.0,38.0,2.9,3,871057.0,48,32,3.7661,0.9415,1
534,120000.0,47.19,13.2,2,76658.0,48,31,0.6388,0.1597,1
688,152954.0,14.0,1.8,1,238968.0,48,34,1.5624,0.3906,0
629,227556.0,12.75,7.9,0,72784.0,24,32,0.3198,0.1599,0
825,120000.0,23.54,0.9,0,190292.0,36,33,1.5858,0.5286,0
807,120000.0,19.67,1.0,0,42406.0,60,40,0.3534,0.0707,0
603,160495.0,21.77,3.0,4,93170.0,12,40,0.5805,0.5805,0
634,120000.0,8.81,1.3,3,165455.0,36,47,1.3788,0.4596,0
642,120000.0,14.14,11.7,1,383019.0,36,59,3.1918,1.0639,1
604,120000.0,21.63,0.3,0,49797.0,24,34,0.415,0.2075,0
669,120000.0,20.64,4.5,2,230219.0,24,37,1.9185,0.9592,1
574,396560.0,27.84,4.6,1,158168.0,48,21,0.3989,0.0997,0
536,120000.0,27.91,0.3,1,524865.0,24,25,4.3739,2.1869,1
712,120000.0,7.42,6.6,1,117776.0,60,36,0.9815,0.1963,0
712,217192.0,9.69,3.2,1,230349.0,60,42,1.0606,0.2121,0
569,151442.0,13.33,6.4,1,143647.0,48,42,0.9485,0.2371,0
739,120000.0,20.24,8.8,0,74498.0,24,44,0.6208,0.3104,0
586,142112.0,7.19,1.9,1,102978.0,48,50,0.7246,0.1812,0
675,238163.0,7.77,3.3,1,88853.0,12,55,0.3731,0.3731,0
732,120000.0,18.91,1.5,0,40271.0,24,35,0.3356,0.1678,0
646,469439.0,12.74,1.1,4,560750.0,24,29,1.1945,0.5973,1
695,120000.0,39.06,0.0,1,122187.0,24,44,1.0182,0.5091,0
598,149686.0,5.64,16.6,1,238537.0,24,47,1.5936,0.7968,0
630,198773.0,45.18,2.9,2,67165.0,60,39,0.3379,0.0676,0
629,168519.0,9.28,0.1,1,168903.0,48,36,1.0023,0.2506,0
575,120000.0,27.32,0.0,0,244067.0,60,32,2.0339,0.4068,1
632,120000.0,45.09,1.7,0,174496.0,48,37,1.4541,0.3635,1
495,128861.0,11.09,0.1,2,83775.0,12,44,0.6501,0.6501,0
600,161047.0,25.03,2.3,0,310866.0,24,31,1.9303,0.9651,1
621,141702.0,11.98,0.3,0,31612.0,36,29,0.2231,0.0744,0
624,184247.0,22.27,0.2,0,46111.0,60,43,0.2503,0.0501,0
625,120000.0,26.83,5.5,1,148330.0,36,29,1.2361,0.412,1
643,120000.0,25.79,11.9,2,23944.0,12,39,0.1995,0.1995,0
697,120000.0,3.66,2.6,2,86863.0,36,38,0.7239,0.2413,0
737,120000.0,9.58,9.1,1,111626.0,12,38,0.9302,0.9302,0
585,181522.0,4.51,0.1,0,549486.0,60,31,3.0271,0.6054,1
529,120000.0,16.5,7.5,0,95985.0,12,55,0.7999,0.7999,1
545,471708.0,45.47,0.3,2,107177.0,60,41,0.2272,0.0454,0
601,120000.0,40.47,9.1,1,37067.0,60,32,0.3089,0.0618,0
614,120000.0,16.67,10.7,3,172984.0,36,41,1.4415,0.4805,1
573,120000.0,8.48,7.7,3,164052.0,48,56,1.3671,0.3418,0
520,120000.0,45.78,8.6,0,67904.0,48,38,0.5659,0.1415,0
604,120000.0,43.94,4.1,0,338092.0,48,53,2.8174,0.7044,1
668,194206.0,13.3,1.5,0,320921.0,24,26,1.6525,0.8262,0
709,120000.0,8.41,5.2,1,104043.0,36,29,0.867,0.289,0
594,120000.0,16.38,2.9,1,34895.0,12,21,0.2908,0.2908,0
608,120000.0,5.87,0.0,1,69027.0,48,57,0.5752,0.1438,0
557,120000.0,13.66,3.2,0,555449.0,36,21,4.6287,1.5429,1
646,120000.0,3.35,5.3,0,181937.0,24,39,1.5161,0.7581,0
565,202026.0,9.91,0.1,5,88180.0,36,55,0.4365,0.1455,0
707,120000.0,13.56,4.9,2,485524.0,12,47,4.046,4.046,1
471,120000.0,34.25,5.3,1,140336.0,48,41,1.1695,0.2924,1
614,120000.0,19.6,0.9,2,164503.0,12,50,1.3709,1.3709,1
680,120000.0,14.35,2.8,2,1102029.0,24,31,9.1836,4.5918,1
668,120000.0,12.62,16.7,4,340075.0,12,43,2.834,2.834,1
850,120000.0,43.67,10.8,0,129520.0,24,36,1.0793,0.5397,0
684,120000.0,9.24,2.6,0,218807.0,12,36,1.8234,1.8234,1
549,120000.0,2.06,2.2,0,252908.0,24,39,2.1076,1.0538,1
640,120000.0,31.85,0.7,1,314023.0,36,49,2.6169,0.8723,1
472,120000.0,15.37,0.2,0,71020.0,36,53,0.5918,0.1973,0
641,127616.0,12.37,1.8,0,599407.0,36,35,4.697,1.5657,1
566,277575.0,11.13,14.1,1,508622.0,36,27,1.8324,0.6108,1
741,263960.0,20.2,15.9,1,77409.0,12,29,0.2933,0.2933,0
595,120000.0,30.1,8.4,2,160887.0,60,57,1.3407,0.2681,1
638,139559.0,29.68,2.2,2,172783.0,24,52,1.2381,0.619,1
586,120000.0,24.29,0.8,1,185028.0,24,27,1.5419,0.7709,1
823,120000.0,33.94,4.5,1,302663.0,60,54,2.5222,0.5044,1
617,120000.0,8.99,5.2,5,124807.0,24,30,1.0401,0.52,0
833,120000.0,1.65,2.8,2,229946.0,24,44,1.9162,0.9581,0
731,120000.0,36.71,5.9,0,270077.0,36,30,2.2506,0.7502,1
698,120000.0,14.15,6.9,0,241957.0,24,59,2.0163,1.0082,1
686,120000.0,33.27,7.6,0,238120.0,24,32,1.9843,0.9922,1
689,120000.0,5.13,3.5,0,253713.0,48,27,2.1143,0.5286,0
457,120000.0,20.14,7.8,2,193302.0,24,33,1.6109,0.8054,1
622,141407.0,10.53,0.1,2,35087.0,60,64,0.2481,0.0496,0
734,164721.0,18.83,5.7,0,72315.0,24,40,0.439,0.2195,0
645,120000.0,25.08,1.3,0,57833.0,60,27,0.4819,0.0964,0
509,120000.0,27.7,1.6,1,68925.0,24,30,0.5744,0.2872,0
644,175870.0,15.81,0.5,0,73750.0,60,21,0.4193,0.0839,0
820,198661.0,8.23,1.1,0,372956.0,24,43,1.8773,0.9387,0
774,120000.0,15.52,24.1,4,473250.0,24,25,3.9438,1.9719,1
643,120000.0,39.06,2.7,1,272271.0,48,49,2.2689,0.5672,1
745,120000.0,19.79,13.1,1,73530.0,48,45,0.6128,0.1532,0
613,120000.0,3.83,0.9,1,77823.0,24,36,0.6485,0.3243,0
479,120000.0,13.28,1.1,0,97071.0,48,50,0.8089,0.2022,0
557,154315.0,21.74,4.1,1,90586.0,12,47,0.587,0.587,0
806,145099.0,36.66,2.2,0,468115.0,12,39,3.2262,3.2262,1
622,120000.0,42.4,5.2,2,54950.0,36,30,0.4579,0.1526,0
625,120000.0,27.49,2.7,1,209214.0,36,42,1.7435,0.5812,1
620,120000.0,11.81,8.3,2,58737.0,12,42,0.4895,0.4895,0
840,150557.0,10.97,2.8,0,242030.0,36,42,1.6076,0.5359,0
812,120000.0,18.15,4.2,1,119882.0,24,38,0.999,0.4995,0
850,120000.0,19.02,1.9,1,66333.0,24,41,0.5528,0.2764,0
634,120000.0,12.09,6.1,1,104144.0,36,41,0.8679,0.2893,0
679,120000.0,4.67,5.3,1,242889.0,12,51,2.0241,2.0241,1
498,120000.0,24.53,2.5,1,44255.0,60,25,0.3688,0.0738,0
797,146515.0,11.52,1.6,0,98513.0,24,27,0.6724,0.3362,0
533,120000.0,25.89,4.8,1,140134.0,48,38,1.1678,0.2919,1
671,256730.0,23.65,14.3,0,54122.0,60,30,0.2108,0.0422,0
540,237786.0,35.48,0.7,1,75971.0,48,40,0.3195,0.0799,0
591,120000.0,43.68,8.0,1,520338.0,24,26,4.3361,2.1681,1
566,120000.0,5.93,3.9,3,56489.0,36,28,0.4707,0.1569,0
589,120000.0,8.2,3.7,3,106033.0,48,58,0.8836,0.2209,0
596,120000.0,40.5,16.3,0,239804.0,12,35,1.9984,1.9984,1
595,328226.0,30.53,4.7,1,153281.0,48,26,0.467,0.1168,0
733,120000.0,7.79,8.9,2,103049.0,12,36,0.8587,0.8587,0
539,122533.0,41.54,3.6,1,304895.0,60,48,2.4883,0.4977,1
672,136597.0,5.26,1.4,0,30907.0,60,50,0.2263,0.0453,0
771,120000.0,6.62,5.9,0,284854.0,36,23,2.3738,0.7913,0
598,120000.0,15.72,12.8,1,76139.0,12,30,0.6345,0.6345,0
578,120000.0,31.05,9.2,1,21063.0,36,40,0.1755,0.0585,0
626,120000.0,13.5,1.1,2,912963.0,48,37,7.608,1.902,1
767,120000.0,23.59,1.9,3,167696.0,36,21,1.3975,0.4658,0
669,136865.0,2.95,3.6,2,301036.0,48,23,2.1995,0.5499,0
596,338580.0,48.85,4.2,2,384818.0,60,27,1.1366,0.2273,1
698,120000.0,12.22,1.1,0,77684.0,36,21,0.6474,0.2158,0
539,120000.0,24.1,1.3,0,132177.0,60,33,1.1015,0.2203,0
718,120000.0,20.42,7.1,0,158192.0,48,49,1.3183,0.3296,0
690,120000.0,19.94,6.6,2,92757.0,12,31,0.773,0.773,0
619,120000.0,7.56,9.1,0,421097.0,24,48,3.5091,1.7546,1
566,165398.0,3.26,13.5,3,472213.0,48,38,2.855,0.7138,1
561,160517.0,11.3,1.8,2,146736.0,48,36,0.9141,0.2285,0
703,120000.0,25.59,9.8,0,242580.0,24,21,2.0215,1.0108,1
772,152520.0,12.53,5.5,0,322446.0,24,49,2.1141,1.0571,1
586,246739.0,29.76,15.8,0,203870.0,60,39,0.8263,0.1653,0
695,309135.0,28.87,1.6,2,102644.0,48,22,0.332,0.083,0
441,550800.0,4.17,1.6,2,22321.0,48,41,0.0405,0.0101,0
591,120000.0,15.16,6.1,0,175529.0,36,32,1.4627,0.4876,0
646,537418.0,23.38,13.2,2,307465.0,24,38,0.5721,0.2861,0
559,120000.0,9.81,8.7,2,76485.0,12,40,0.6374,0.6374,0
556,120000.0,35.19,6.5,2,186708.0,48,50,1.5559,0.389,1
583,120120.0,15.66,2.4,2,232459.0,36,26,1.9352,0.6451,1
679,120000.0,5.17,6.3,1,233483.0,12,43,1.9457,1.9457,1
631,125420.0,35.42,8.1,0,179857.0,60,51,1.434,0.2868,0
426,120000.0,21.94,7.0,1,73168.0,36,63,0.6097,0.2032,0
437,120000.0,19.66,5.6,3,427117.0,12,48,3.5593,3.5593,1
589,213491.0,16.91,0.2,0,157017.0,48,41,0.7355,0.1839,0
695,120000.0,6.97,5.4,2,105910.0,36,40,0.8826,0.2942,0
375,120000.0,11.54,3.3,1,43762.0,24,53,0.3647,0.1823,0
600,131289.0,2.16,16.3,2,224895.0,12,35,1.713,1.713,1
597,199266.0,22.3,4.7,0,1161344.0,48,45,5.8281,1.457,1
788,120000.0,14.4,4.7,1,134816.0,36,59,1.1235,0.3745,0
611,140184.0,8.06,25.6,3,110214.0,12,36,0.7862,0.7862,0
688,120000.0,5.48,0.5,0,161124.0,60,21,1.3427,0.2685,0
664,120000.0,8.79,1.6,2,153216.0,60,29,1.2768,0.2554,0
436,186460.0,11.02,5.3,2,121290.0,24,40,0.6505,0.3252,0
726,120000.0,11.64,1.9,2,856326.0,36,29,7.1361,2.3787,1
671,120000.0,36.99,2.1,2,168637.0,36,34,1.4053,0.4684,1
700,120000.0,12.14,11.2,0,57388.0,24,35,0.4782,0.2391,0
850,120000.0,12.37,4.3,1,63441.0,36,43,0.5287,0.1762,0
441,219314.0,31.12,0.5,1,404895.0,60,28,1.8462,0.3692,1
822,120000.0,8.46,1.9,2,204286.0,60,32,1.7024,0.3405,0
621,120000.0,49.03,0.4,1,122851.0,24,52,1.0238,0.5119,1
678,120000.0,11.41,4.1,0,114938.0,48,33,0.9578,0.2395,0
645,120000.0,22.93,1.0,1,284281.0,24,45,2.369,1.1845,1
607,120000.0,37.02,9.7,2,86563.0,60,38,0.7214,0.1443,0
593,124653.0,21.03,4.3,2,144396.0,24,37,1.1584,0.5792,1
682,120000.0,2.97,0.3,1,291557.0,60,45,2.4296,0.4859,1
498,192448.0,14.17,1.8,0,89808.0,48,21,0.4667,0.1167,0
725,120000.0,24.4,4.8,1,450203.0,60,42,3.7517,0.7503,1
608,120000.0,3.41,2.0,2,43911.0,36,43,0.3659,0.122,0
536,120000.0,3.39,3.6,1,167802.0,12,46,1.3983,1.3983,1
604,156954.0,36.78,12.0,1,172979.0,48,34,1.1021,0.2755,0
775,157928.0,19.7,2.2,0,29758.0,12,38,0.1884,0.1884,0
596,120696.0,5.43,2.0,2,89846.0,48,21,0.7444,0.1861,0
685,138534.0,11.42,8.6,2,262300.0,48,31,1.8934,0.4733,0
576,120000.0,17.52,1.9,1,91435.0,48,39,0.762,0.1905,0
725,136670.0,22.23,0.4,2,131716.0,48,52,0.9638,0.2409,0
718,120000.0,8.23,1.0,0,117566.0,60,56,0.9797,0.1959,0
834,120000.0,24.4,14.9,1,354731.0,36,34,2.9561,0.9854,1
632,120000.0,23.35,13.5,1,214081.0,60,46,1.784,0.3568,0
716,120000.0,16.74,1.3,2,113546.0,60,36,0.9462,0.1892,0
659,120000.0,14.88,4.0,2,91731.0,36,21,0.7644,0.2548,0
779,130694.0,13.85,0.7,2,325460.0,48,44,2.4902,0.6226,1
578,216720.0,21.24,5.6,2,182665.0,36,56,0.8429,0.281,0
724,199319.0,12.03,1.0,0,364382.0,12,34,1.8281,1.8281,1
630,120000.0,17.16,0.3,1,266766.0,36,28,2.223,0.741,1
643,213955.0,13.49,8.7,1,11915.0,60,38,0.0557,0.0111,0
659,120000.0,15.03,2.0,3,383760.0,48,36,3.198,0.7995,1
675,141554.0,23.99,0.6,2,179851.0,60,64,1.2705,0.2541,0
638,120000.0,28.09,9.0,1,198167.0,12,48,1.6514,1.6514,1
671,120000.0,17.88,7.2,0,32699.0,48,39,0.2725,0.0681,0
807,120000.0,49.02,5.8,3,110220.0,24,21,0.9185,0.4593,0
748,120000.0,17.16,12.1,0,170521.0,60,36,1.421,0.2842,0
736,142196.0,13.41,3.4,1,58309.0,60,56,0.4101,0.082,0
604,221363.0,3.72,0.7,0,470608.0,36,38,2.126,0.7087,1
561,120000.0,13.53,0.3,0,295726.0,48,46,2.4644,0.6161,1
745,223262.0,21.79,1.9,1,118037.0,60,41,0.5287,0.1057,0
737,120000.0,39.87,0.5,3,694555.0,12,33,5.788,5.788,1
797,164350.0,19.0,3.8,1,218786.0,48,54,1.3312,0.3328,0
589,120000.0,13.59,0.1,0,487902.0,48,39,4.0658,1.0165,1
627,421370.0,17.17,2.9,0,84729.0,36,30,0.2011,0.067,0
486,242141.0,43.73,1.0,0,238576.0,60,38,0.9853,0.1971,1
610,120000.0,29.01,2.3,2,476400.0,60,52,3.97,0.794,1
749,120000.0,29.28,5.6,3,419676.0,24,23,3.4973,1.7487,1
603,120000.0,15.44,2.2,0,364826.0,24,40,3.0402,1.5201,1
714,120000.0,34.12,2.1,0,440410.0,48,38,3.6701,0.9175,1
630,128915.0,6.52,23.4,1,552318.0,60,22,4.2843,0.8569,1
682,126366.0,35.5,6.3,1,25689.0,36,45,0.2033,0.0678,0
535,120000.0,12.34,3.6,1,115729.0,60,40,0.9644,0.1929,0
658,193412.0,17.81,4.3,1,40380.0,36,46,0.2088,0.0696,0
350,160067.0,12.09,4.8,2,40821.0,24,49,0.255,0.1275,0
631,177281.0,25.93,0.1,2,107245.0,12,37,0.6049,0.6049,0
486,120000.0,23.91,0.4,0,115501.0,60,32,0.9625,0.1925,0
770,120000.0,26.44,5.2,4,483389.0,24,23,4.0282,2.0141,1
727,177500.0,5.78,2.3,1,62734.0,12,31,0.3534,0.3534,0
696,120000.0,9.12,0.3,1,187842.0,12,38,1.5654,1.5654,1
802,120000.0,19.76,1.8,1,584161.0,24,28,4.868,2.434,1
555,222176.0,18.52,0.7,1,144011.0,24,43,0.6482,0.3241,0
824,347891.0,22.99,12.4,1,775717.0,24,28,2.2298,1.1149,1
743,120000.0,6.16,1.1,2,36307.0,36,21,0.3026,0.1009,0
626,360581.0,5.78,0.8,2,82503.0,48,32,0.2288,0.0572,0
763,120000.0,19.46,4.9,1,559245.0,48,39,4.6604,1.1651,1
539,120000.0,49.38,3.7,2,94678.0,48,25,0.789,0.1972,1
567,120000.0,7.43,4.3,2,134339.0,36,29,1.1195,0.3732,0
589,263616.0,5.07,2.9,4,619763.0,24,31,2.351,1.1755,1
597,120000.0,16.62,3.1,2,276934.0,48,33,2.3078,0.5769,1
544,153455.0,34.84,7.5,0,43673.0,36,40,0.2846,0.0949,0
772,120000.0,32.43,1.2,0,266670.0,36,44,2.2222,0.7407,1
624,120000.0,15.31,2.5,1,92463.0,24,33,0.7705,0.3853,0
685,183166.0,28.25,15.8,0,109683.0,12,27,0.5988,0.5988,0
592,120000.0,7.59,1.1,2,151040.0,36,39,1.2587,0.4196,0
467,120000.0,35.79,1.7,0,102460.0,60,43,0.8538,0.1708,1
677,194791.0,12.45,1.1,0,240846.0,36,54,1.2364,0.4121,0
458,257413.0,20.06,0.1,0,81039.0,12,49,0.3148,0.3148,0
643,145337.0,19.95,1.6,2,207520.0,12,25,1.4278,1.4278,1
513,120000.0,22.09,0.2,0,298165.0,60,36,2.4847,0.4969,1
848,120000.0,7.75,0.8,1,154348.0,48,42,1.2862,0.3216,0
741,120000.0,50.69,2.3,0,172022.0,36,29,1.4335,0.4778,1
660,120000.0,9.54,0.1,1,174957.0,24,34,1.458,0.729,0
776,120000.0,36.88,7.0,1,180411.0,24,44,1.5034,0.7517,1
565,152333.0,26.28,7.9,0,149862.0,60,40,0.9838,0.1968,0
704,120000.0,14.26,2.7,1,144196.0,12,38,1.2016,1.2016,0
669,120000.0,5.23,20.9,0,147637.0,48,31,1.2303,0.3076,0
676,120000.0,14.2,5.7,1,188878.0,36,23,1.574,0.5247,0
777,120000.0,5.47,6.8,3,115164.0,36,34,0.9597,0.3199,0
723,120000.0,12.48,1.1,2,144758.0,36,37,1.2063,0.4021,0
678,306682.0,9.37,9.1,1,359816.0,24,23,1.1733,0.5866,0
484,120000.0,4.8,14.5,1,810481.0,48,38,6.754,1.6885,1
553,120000.0,11.29,1.3,0,1165730.0,60,41,9.7144,1.9429,1
637,120000.0,38.28,5.8,1,181141.0,24,31,1.5095,0.7548,1
659,120000.0,10.11,6.9,1,71332.0,12,42,0.5944,0.5944,0
536,120000.0,11.9,1.8,2,133944.0,48,40,1.1162,0.2791,0
850,139852.0,5.25,3.2,1,182885.0,12,34,1.3077,1.3077,0
801,203931.0,23.81,0.5,0,386840.0,36,33,1.8969,0.6323,0
710,120000.0,14.9,1.0,2,91677.0,24,34,0.764,0.382,0
657,263913.0,18.33,0.3,0,147380.0,48,29,0.5584,0.1396,0
628,170214.0,18.98,4.1,1,72494.0,24,41,0.4259,0.2129,0
554,120000.0,14.64,4.9,1,617264.0,48,29,5.1439,1.286,1
657,371726.0,35.74,12.4,1,251235.0,36,30,0.6759,0.2253,0
675,120114.0,11.75,3.9,1,122538.0,48,42,1.0202,0.255,0
525,120000.0,30.8,1.5,1,171317.0,36,35,1.4276,0.4759,1
683,266132.0,8.41,0.3,0,55276.0,24,38,0.2077,0.1039,0
634,343405.0,24.89,10.8,3,234158.0,24,21,0.6819,0.3409,0
459,120000.0,3.31,3.3,1,221503.0,24,32,1.8459,0.9229,1
563,120000.0,12.54,6.7,1,39456.0,36,54,0.3288,0.1096,0
608,120000.0,22.54,0.1,0,90809.0,12,21,0.7567,0.7567,0
838,151575.0,14.91,3.3,0,128140.0,12,55,0.8454,0.8454,0
705,212504.0,46.52,2.0,2,129147.0,48,40,0.6077,0.1519,0
516,139009.0,20.86,0.2,1,108522.0,24,32,0.7807,0.3903,0
698,120000.0,17.6,7.5,3,180223.0,12,35,1.5019,1.5019,1
495,242512.0,20.68,3.6,1,496555.0,60,50,2.0475,0.4095,1
758,120000.0,19.6,2.0,1,238735.0,24,21,1.9895,0.9947,1
602,183240.0,12.47,8.2,2,417723.0,60,52,2.2796,0.4559,1
640,120000.0,13.14,3.0,1,217847.0,12,40,1.8154,1.8154,1
782,127850.0,26.25,0.0,4,126082.0,36,48,0.9862,0.3287,0
521,120000.0,21.64,14.5,0,141246.0,60,21,1.1771,0.2354,0
510,120000.0,6.26,1.5,0,309344.0,60,35,2.5779,0.5156,1
591,120000.0,21.24,8.9,1,250827.0,24,21,2.0902,1.0451,1
753,221220.0,12.36,8.5,3,472851.0,48,49,2.1375,0.5344,1
498,120000.0,19.38,0.9,2,163665.0,36,28,1.3639,0.4546,1
366,120000.0,15.97,3.2,0,53299.0,24,28,0.4442,0.2221,0
604,352426.0,4.82,0.2,2,139271.0,24,21,0.3952,0.1976,0
705,177497.0,24.49,2.2,1,49316.0,12,42,0.2778,0.2778,0
770,120000.0,34.39,6.6,0,146147.0,48,38,1.2179,0.3045,0
603,120000.0,37.96,1.4,0,63642.0,48,30,0.5304,0.1326,0
608,120000.0,8.12,0.6,0,151069.0,36,40,1.2589,0.4196,0
765,120000.0,12.79,3.5,1,183125.0,36,30,1.526,0.5087,0
463,120000.0,9.58,3.8,1,147733.0,48,21,1.2311,0.3078,0
611,120000.0,10.9,5.6,3,130557.0,60,34,1.088,0.2176,0
669,120000.0,16.47,7.1,1,119717.0,60,54,0.9976,0.1995,0
694,120000.0,15.99,6.0,1,403065.0,24,47,3.3589,1.6794,1
599,120000.0,35.48,9.3,1,203944.0,48,42,1.6995,0.4249,1
653,120000.0,9.78,1.3,2,48223.0,24,40,0.4019,0.2009,0
401,120000.0,32.5,4.2,2,181014.0,60,34,1.5084,0.3017,1
584,243086.0,22.66,2.2,1,548092.0,36,45,2.2547,0.7516,1
695,230225.0,35.78,16.4,0,112513.0,48,43,0.4887,0.1222,0
551,158135.0,18.86,2.9,0,119635.0,12,37,0.7565,0.7565,0
655,120000.0,12.91,16.1,0,269809.0,24,39,2.2484,1.1242,1
694,324886.0,2.12,7.3,2,82113.0,48,21,0.2527,0.0632,0
615,120000.0,9.31,6.3,0,63284.0,12,33,0.5274,0.5274,0
667,120000.0,8.71,3.4,1,46538.0,24,26,0.3878,0.1939,0
553,120000.0,11.67,2.9,2,280359.0,60,25,2.3363,0.4673,1
629,381712.0,17.39,3.7,0,326308.0,24,42,0.8549,0.4274,0
711,120000.0,27.56,1.7,2,101903.0,36,25,0.8492,0.2831,0
665,120000.0,29.06,11.7,1,64623.0,24,45,0.5385,0.2693,0
591,120000.0,18.58,7.9,1,326449.0,24,48,2.7204,1.3602,1
672,174130.0,6.13,8.1,3,147183.0,48,37,0.8452,0.2113,0
721,174889.0,19.82,2.8,2,32678.0,48,31,0.1869,0.0467,0
445,158490.0,17.28,0.4,0,219143.0,60,48,1.3827,0.2765,1
765,120000.0,19.02,5.7,2,205475.0,36,43,1.7123,0.5708,0
616,120000.0,35.32,2.3,2,494244.0,36,49,4.1187,1.3729,1
692,120000.0,5.99,10.2,1,318536.0,60,27,2.6545,0.5309,1
769,120000.0,16.11,7.6,0,333255.0,12,35,2.7771,2.7771,1
512,120000.0,5.63,0.8,2,80657.0,24,35,0.6721,0.3361,0
579,120000.0,11.97,4.6,0,55145.0,48,40,0.4595,0.1149,0
621,120000.0,5.89,5.9,0,245256.0,60,44,2.0438,0.4088,0
571,120000.0,20.77,4.2,1,165177.0,60,39,1.3765,0.2753,0
823,120000.0,31.04,3.6,2,272967.0,48,51,2.2747,0.5687,1
564,130596.0,21.08,1.3,4,179966.0,48,34,1.378,0.3445,1
594,120000.0,5.03,1.3,3,516953.0,12,27,4.3079,4.3079,1
670,120000.0,14.28,7.3,0,115273.0,36,31,0.9606,0.3202,0
529,120000.0,11.42,0.1,1,168304.0,48,30,1.4025,0.3506,0
610,120000.0,2.71,7.5,0,98073.0,60,33,0.8173,0.1635,0
681,120000.0,39.68,3.7,2,80822.0,24,35,0.6735,0.3368,0
616,120000.0,38.38,13.8,0,469761.0,12,35,3.9147,3.9147,1
640,120000.0,8.2,29.6,1,148646.0,24,40,1.2387,0.6194,0
597,179408.0,25.51,5.4,1,1169651.0,24,33,6.5195,3.2598,1
498,120000.0,17.33,2.7,1,55558.0,36,48,0.463,0.1543,0
682,120000.0,16.14,3.2,3,175915.0,24,21,1.466,0.733,1
825,198520.0,50.51,1.1,3,185078.0,60,21,0.9323,0.1865,0
651,172027.0,23.7,0.5,2,441319.0,60,48,2.5654,0.5131,1
672,120000.0,9.46,4.3,3,80381.0,48,47,0.6698,0.1675,0
719,120000.0,15.3,8.2,0,101030.0,36,50,0.8419,0.2806,0
523,174295.0,14.24,1.5,2,52486.0,48,44,0.3011,0.0753,0
820,147978.0,24.26,2.7,1,525465.0,24,38,3.551,1.7755,1
670,120000.0,12.22,4.0,3,41055.0,60,35,0.3421,0.0684,0
813,120000.0,27.12,11.9,1,179306.0,48,21,1.4942,0.3736,0
576,120000.0,20.23,0.7,3,1200314.0,60,39,10.0026,2.0005,1
831,120000.0,1.94,1.4,2,404409.0,48,23,3.3701,0.8425,1
727,120000.0,6.89,12.5,3,435902.0,12,62,3.6325,3.6325,1
705,195187.0,9.67,0.2,1,641090.0,36,27,3.2845,1.0948,1
673,122447.0,15.49,5.3,0,186939.0,48,37,1.5267,0.3817,0
625,219814.0,8.92,5.1,3,185982.0,24,53,0.8461,0.423,0
770,120000.0,7.71,2.4,2,162374.0,60,34,1.3531,0.2706,0
664,195417.0,27.41,3.2,0,153017.0,60,34,0.783,0.1566,0
453,120000.0,29.59,9.7,0,99709.0,36,21,0.8309,0.277,0
538,157402.0,16.15,0.9,1,491948.0,36,24,3.1254,1.0418,1
631,120000.0,15.01,1.3,0,106789.0,12,43,0.8899,0.8899,0
680,120000.0,15.07,3.6,2,129842.0,48,54,1.082,0.2705,0
644,120000.0,38.71,2.6,0,56413.0,12,29,0.4701,0.4701,0
771,120000.0,8.03,4.3,1,316221.0,48,39,2.6352,0.6588,1
454,128568.0,46.23,12.7,0,581912.0,48,65,4.5261,1.1315,1
664,120000.0,11.51,12.5,3,27316.0,36,43,0.2276,0.0759,0
468,120000.0,13.91,1.3,2,561353.0,36,47,4.6779,1.5593,1
725,164008.0,13.93,1.8,2,293761.0,48,30,1.7911,0.4478,0
640,120000.0,8.21,0.9,0,449699.0,36,53,3.7475,1.2492,1
691,120000.0,4.19,13.1,0,219415.0,48,31,1.8285,0.4571,0
563,120000.0,12.86,2.5,2,263130.0,36,29,2.1928,0.7309,1
777,480221.0,17.79,3.0,1,212299.0,24,52,0.4421,0.221,0
754,197225.0,33.91,8.1,0,73172.0,48,31,0.371,0.0928,0
708,198302.0,14.19,3.6,0,147727.0,60,37,0.745,0.149,0
637,128198.0,17.03,0.6,1,110000.0,24,54,0.858,0.429,0
707,120000.0,14.78,2.9,1,387982.0,12,28,3.2332,3.2332,1
579,120000.0,28.82,5.0,0,131194.0,36,35,1.0933,0.3644,0
735,120000.0,14.58,6.4,3,240595.0,12,31,2.005,2.005,1
814,120000.0,23.83,5.2,0,68162.0,60,34,0.568,0.1136,0
757,120000.0,11.93,0.6,1,710922.0,36,38,5.9243,1.9748,1
577,120000.0,18.21,1.8,3,200559.0,12,51,1.6713,1.6713,1
686,120000.0,32.46,6.6,1,55108.0,24,54,0.4592,0.2296,0
520,120000.0,14.83,10.6,2,365205.0,12,39,3.0434,3.0434,1
707,161338.0,4.21,0.2,1,198938.0,36,30,1.233,0.411,0
695,191772.0,20.85,0.2,1,306487.0,24,44,1.5982,0.7991,1
463,126610.0,14.21,5.2,4,2000000.0,60,38,15.7965,3.1593,1
533,120000.0,15.33,4.0,0,406999.0,12,38,3.3917,3.3917,1
